Geneid	Chr	Start	End	Strand	Length	SRR20959676_C	SRR20959677_C	SRR20959678_C	SRR20959679_C	SRR20959680_A	SRR20959681_A	SRR20959682_A
ENSB:9aq0d8z6e2HnL96	Chromosome	322343	323293	+	951	102	10	62	42	77	31	141
ENSB:1SeY0JN96kvWbtz	Chromosome	323345	324004	-	660	12	0	0	14	6	0	8
ENSB:BbOI3II7rR1dQfd	Chromosome	324018	324938	-	921	12	0	12	3	5	0	6
ENSB:hB7eg-1C2_NRkSB	Chromosome	324935	326101	-	1167	10	0	4	14	12	0	15
ENSB:SmT-9T0FZkrF89O	Chromosome	326169	327692	-	1524	18	1	4	4	12	13	19
ENSB:NUmjGGgCqQrasnI	Chromosome	327963	328616	+	654	0	0	0	0	0	0	0
ENSB:ontZmpPA27RVGU3	Chromosome	328650	329237	+	588	2	1	0	0	0	8	1
ENSB:6dEM5H7O_LuUNvi	Chromosome	329380	330282	-	903	54	4	4	36	10	14	108
ENSB:QiIdjeKjuGJM_X4	Chromosome	330521	330814	+	294	763	38	29	158	62	35	783
ENSB:RjviEnJbIWfJyd0	Chromosome	330898	333927	+	3030	111	25	33	14	6	4	89
ENSB:JhscKm7q_3B6_Gy	Chromosome	333927	334385	+	459	4	0	2	3	1	0	2
ENSB:UqP1ZT76Hph0BS-	Chromosome	334357	334599	+	243	3	0	2	0	0	0	3
ENSB:jF9jLOX9CvQtaTG	Chromosome	334612	335946	+	1335	1	0	0	0	0	2	3
ENSB:jU_UD5O-tVh0fU9	Chromosome	335968	340407	+	4440	93	42	4	28	42	25	97
ENSB:9ZeccQNBvBTYUL_	Chromosome	340437	340829	+	393	0	0	0	0	0	0	0
ENSB:AIClkqUZ7MlVSxl	Chromosome	340845	341159	+	315	2	1	0	2	0	0	2
ENSB:YkmOJ56BURlxcLi	Chromosome	341156	341833	+	678	2	7	0	0	3	6	2
ENSB:UDPlhpt7-haAMAW	Chromosome	341839	342150	+	312	12	0	0	0	4	7	77
ENSB:9KaY_4KoRWLQt5d	Chromosome	342151	344004	+	1854	44	2	5	9	9	19	109
ENSB:p_kpb2NLZCAnZoF	Chromosome	344015	344506	+	492	0	0	0	1	1	0	0
ENSB:p4C6MqjltYCzVfs	Chromosome	344714	345397	+	684	0	0	0	4	0	0	1
ENSB:rXsJfltD_FKxkpA	Chromosome	345544	346155	+	612	4	0	44	2	2	0	2
ENSB:ZgXhtSnkURfdqIr	Chromosome	346291	346509	+	219	0	0	0	0	0	1	0
ENSB:WlaQflEsgEDfr6p	Chromosome	346641	347141	+	501	0	0	0	2	0	0	1
ENSB:NAb9fs6TahMsdy3	Chromosome	347152	347652	+	501	0	0	0	0	0	2	0
ENSB:OpI7CAPSEB2sYiJ	Chromosome	347663	347815	+	153	0	0	0	0	0	0	0
ENSB:z6uzisRPQ3IDVQK	Chromosome	347859	348158	+	300	0	0	0	0	0	0	0
ENSB:F7W-upX7h3doMZv	Chromosome	348169	348660	+	492	0	0	0	0	0	0	0
ENSB:VPIiCnVWKT8lhqz	Chromosome	348870	349553	+	684	0	0	12	0	0	0	1
ENSB:jiOd7vSj0A9sAyE	Chromosome	350139	350639	+	501	0	0	0	0	0	0	0
ENSB:swQzV-FnbKoxoPC	Chromosome	350651	351151	+	501	0	0	0	0	0	1	0
ENSB:APAv5C23YHovW7B	Chromosome	351162	351662	+	501	0	0	0	0	0	0	0
ENSB:B1uzKbexHRK54HQ	Chromosome	351673	352173	+	501	0	0	0	0	0	0	0
ENSB:E9w1QU92M02cpMM	Chromosome	352184	352672	+	489	16	8	12	4	14	4	6
ENSB:VEj7sanh6Ae0HNE	Chromosome	353295	353669	+	375	2	0	11	2	0	0	0
ENSB:fwgZTdq5OIpv0Sb	Chromosome	353822	354220	+	399	0	0	14	7	1	0	24
ENSB:eOBNVs9g5Mh32C6	Chromosome	354436	355260	-	825	127	38	68	93	249	14	46
ENSB:X6FNzHnG1maezDE	Chromosome	355497	356804	-	1308	66	52	173	129	160	145	1080
ENSB:Lw2PKVCkiKG6yHS	Chromosome	357388	358278	+	891	7	3	7	2	1	1	9
ENSB:K709utrRdqZLjUt	Chromosome	358527	359576	+	1050	350	124	21	376	360	352	246
ENSB:ligbXPxIRHTSnn8	Chromosome	359589	360266	+	678	393	93	82	255	222	139	156
ENSB:Dz6c8BXWjqOUKmi	Chromosome	360474	361505	+	1032	116	53	333	195	59	103	228
ENSB:Pl3JdJa2EgE3_Cg	Chromosome	361848	362966	+	1119	4	0	0	1	4	5	27
ENSB:aI0ciyxCJ2tz4TY	Chromosome	362941	363864	+	924	11	0	3	0	5	0	20
ENSB:sAhnoJlwZf148Xf	Chromosome	363875	365095	+	1221	10	2	21	19	2	2	27
ENSB:z1zAk0-sPVhna6i	Chromosome	365200	366732	-	1533	183	0	128	51	17	11	53
ENSB:h5t_z3pT10VriIm	Chromosome	366772	367653	-	882	31	3	36	4	10	15	56
ENSB:IYuplZAsfFr0X-d	Chromosome	367811	368671	+	861	41	7	36	4	10	11	86
ENSB:2yH26UqHzhaGlkN	Chromosome	368949	369749	-	801	144	66	116	81	71	81	491
ENSB:C00F-3aENuzPfny	Chromosome	369889	370557	+	669	68	4	38	18	14	10	73
ENSB:rV-rhZoFZBKGlkQ	Chromosome	370684	372045	-	1362	40	17	16	1737	21	19	468
ENSB:ixbFucX3bYdPkbG	Chromosome	372415	374487	+	2073	221	184	435	3425	376	524	6554
ENSB:RoNUEXyHltysX6B	Chromosome	374729	375556	-	828	35	16	17	15	48	35	79
ENSB:LBMbHNfIxu8Hc-v	Chromosome	375629	376828	-	1200	72	29	66	88	83	33	405
ENSB:JgFSQ4K59L_dKDb	Chromosome	377130	378131	+	1002	6	0	8	17	9	56	171
ENSB:V_V2Urn92RuQWEi	Chromosome	378165	378497	+	333	0	8	0	2	2	4	129
ENSB:8VAQ46VskyhJZzz	Chromosome	378498	379298	+	801	20	8	16	17	21	2	92
ENSB:SpmFUqgMuoKFaB0	Chromosome	379288	380232	+	945	15	2	14	31	8	35	136
ENSB:Q9qq7AV_oolcS3-	Chromosome	380210	381232	+	1023	2	0	0	14	7	7	32
ENSB:rlHI3CLVd6CmMPB	Chromosome	381547	382572	+	1026	8	2	13	6	5	8	2
ENSB:KrIPiWjhqUO1Doj	Chromosome	382665	384011	-	1347	131	14	109	130	98	25	695
ENSB:-aAq0OTt-xWEywK	Chromosome	384026	384310	-	285	13	4	28	9	7	0	133
ENSB:mSFy47OwfZ9k7mI	Chromosome	384312	384755	-	444	4	0	0	2	6	2	62
ENSB:UH2rrkCYl5-2EuI	Chromosome	384760	386715	-	1956	17	0	2	12	49	20	156
ENSB:vPz3zOsfVCJsDW1	Chromosome	386927	387346	+	420	14	4	3	0	0	0	15
ENSB:uoNyjQlFfTVzV-x	Chromosome	387453	388808	+	1356	1	2	5	0	3	2	13
ENSB:FcI05oqowxF_O07	Chromosome	388912	389352	+	441	0	2	0	0	1	2	2
ENSB:AX8CJlL-r4zsa1Q	Chromosome	389435	390793	-	1359	42	2	71	26	38	26	140
ENSB:hdnfiRN97Lv26wb	Chromosome	391101	392027	+	927	130	122	72	259	1331	1037	547
ENSB:iPZRLq4LTtcKy8t	Chromosome	392041	393102	+	1062	3343	1894	472	7277	10857	1748	8712
ENSB:BNEyg2XwJu504pX	Chromosome	393116	393682	+	567	46	52	65	34	100	43	852
ENSB:QDFcN2VUqDaWBtj	Chromosome	393742	394737	-	996	10	0	0	6	5	6	40
ENSB:8pxqWZbx8ShYr1H	Chromosome	395211	395756	+	546	38	1	0	1	35	4	6
ENSB:v5_shlqNsF723IV	Chromosome	396024	396878	+	855	0	1	0	0	0	0	1
ENSB:1ejEadGTN8qtrdu	Chromosome	396875	398104	+	1230	15	6	0	5	2	0	16
ENSB:-HvEIOknEqZLa2u	Chromosome	398085	399797	+	1713	6	1	14	3	2	3	6
ENSB:lJ_1cTfluCQDYiD	Chromosome	399889	400494	-	606	13	12	27	2	4	21	80
ENSB:nHbYG9bzfxOUMPj	Chromosome	400607	400822	-	216	11	0	17	0	0	2	18
ENSB:BsQ9Tp_mpT8s5nI	Chromosome	400931	401320	-	390	24	4	0	2	0	14	7
ENSB:p23VbV6LuELhKZI	Chromosome	401561	401764	+	204	12	0	0	0	0	0	0
ENSB:D0X1Nvekf4zb7zH	Chromosome	401761	402474	+	714	20	0	78	8	2	11	18
ENSB:hMw_JRSA3fwBgP7	Chromosome	402499	403341	+	843	54	5	431	9	4	15	25
ENSB:L9zTwAy1hmIyu7P	Chromosome	403341	403970	+	630	456	17	2645	54	50	86	459
ENSB:lIRRkcG5YDFVffV	Chromosome	404337	405470	-	1134	2	0	38	2	8	2	2
ENSB:LVBa2L7Ufzfa0Ik	Chromosome	406009	407190	+	1182	100	60	123	544	233	40	362
ENSB:zIfrYTW9lQ4VEg3	Chromosome	407273	408025	-	753	33	16	10	35	11	7	80
ENSB:TRsQNrQeI4RfN6X	Chromosome	408068	410296	-	2229	39	9	20	14	23	10	111
ENSB:AEFKZMPSoKjLqLp	Chromosome	410293	412134	-	1842	17	0	40	35	18	7	61
ENSB:fGlGdo0yp-oJdiy	Chromosome	412103	413263	-	1161	2	0	0	14	8	5	40
ENSB:Lv2gPIT7-Tw2do0	Chromosome	413260	414363	-	1104	23	1	0	6	2	4	25
ENSB:yCTG0F5kgJEVISg	Chromosome	415027	415872	+	846	11	12	2	2	4	2	2
ENSB:hXA1-oittXhL1oY	Chromosome	416029	416910	+	882	27	11	1	0	0	5	0
ENSB:RRrJO0EIXHyMP8V	Chromosome	416940	417143	+	204	0	0	10	0	0	4	0
ENSB:G52-xTevwcknslu	Chromosome	417155	418252	+	1098	32	10	50	13	3	32	50
ENSB:S6i0eG1N9DDuaFO	Chromosome	418338	418529	-	192	60	8	25	4	14	19	4
ENSB:U96iC584o9ZasGW	Chromosome	418773	419069	+	297	4006	476	898	3836	2382	2121	7680
ENSB:Qgq4h1HKHX9CxRa	Chromosome	419090	419593	+	504	1316	220	292	1163	914	590	2979
ENSB:MuMMU3ULqzap3jc	Chromosome	419645	419887	+	243	7	0	8	0	2	7	75
ENSB:_ark3-1eRHiTFIg	Chromosome	420153	421127	-	975	1	9	6	9	8	6	1
ENSB:anBQXRYOFVSZPJj	Chromosome	421130	421420	-	291	0	0	0	0	0	2	0
ENSB:ibELi0tbIXZaO7U	Chromosome	422037	422648	+	612	2	2	2	1	2	0	3
ENSB:2lT1oxdkYkYOq4T	Chromosome	423017	423385	+	369	2	0	3	0	1	1	0
ENSB:Dg991D8lRlebbo4	Chromosome	423566	424138	+	573	8	9	42	10	10	0	11
ENSB:oDDw30ASlyvS7Is	Chromosome	424276	424539	-	264	4	1	42	4	1	2	77
ENSB:noRAwXiP1KARsaC	Chromosome	424839	425090	+	252	4	14	28	446	114	2	46
ENSB:QSnV_jnTpoLc-3M	Chromosome	425516	426097	+	582	51	17	23	18	21	15	81
ENSB:AcA5SaAnv8AkN9J	Chromosome	426163	426549	-	387	43	15	37	27	23	7	211
ENSB:im4NuJihftC4S-E	Chromosome	426801	427427	-	627	148	0	24	5	10	91	35
ENSB:F4kxSrcR09TXDwO	Chromosome	427500	427757	-	258	13	0	9	1	0	11	0
ENSB:o_Lp4Kk3RFpjV5d	Chromosome	427872	429395	-	1524	73574	8274	14456	48361	28402	29323	78223
ENSB:K7iWGVcNVQlWCWS	Chromosome	429411	429980	-	570	2485	104	146	1052	785	526	2489
ENSB:Gj4pMjHZ30-4rBH	Chromosome	430421	431227	+	807	1382	291	142	592	656	374	670
ENSB:Wm-6eYwktY9foHf	Chromosome	431308	432696	-	1389	2186	211	104	2304	1073	753	3235
ENSB:dE2cCHn9uBUZBsO	Chromosome	433673	434629	-	957	76	11	12	40	56	42	206
ENSB:4cK1KmcZBEW8n62	Chromosome	434747	435409	-	663	17	6	40	0	16	14	50
ENSB:y1lG2PsqxYyO4IO	Chromosome	435552	435959	-	408	1776	70	24	272	352	652	1026
ENSB:lwqT_gAaR3HVHY0	Chromosome	436472	437050	+	579	12	4	7	4	7	9	41
ENSB:Ab3fK_DDAh1M6oC	Chromosome	437050	438318	+	1269	56	14	53	228	64	54	131
ENSB:SEA3Bxe-eo_ppeM	Chromosome	438356	439822	+	1467	277	33	104	71	242	244	1341
ENSB:5o3SmtjvesFzE7B	Chromosome	439847	441388	+	1542	347	39	99	46	188	212	1255
ENSB:qaAdFp5f8K6HL1r	Chromosome	441501	442037	-	537	0	0	25	0	1	0	6
ENSB:F1z-1sPeNUPUajx	Chromosome	442430	443134	-	705	0	2	2	0	0	1	0
ENSB:tA_XqRWxFSi8Y8x	Chromosome	443533	443805	-	273	0	0	4	0	0	2	4
ENSB:Fd_BgFRqcTyeA9F	Chromosome	444066	444218	-	153	0	0	0	0	0	0	0
ENSB:B7atRnvENWKZdE-	Chromosome	444742	445101	-	360	315	0	110	21	40	48	276
ENSB:EHakgvYUv-uI_MM	Chromosome	445120	445965	-	846	576	82	261	296	389	490	1234
ENSB:FXOXkU8XdmdYNp0	Chromosome	446437	447117	+	681	5	8	0	0	0	2	0
ENSB:ruJBj3wIzsVFINB	Chromosome	447403	448098	+	696	6	2	1	1	0	0	2
ENSB:IMa6ssp3-PXZGVc	Chromosome	448389	449447	+	1059	6	4	0	0	6	1	10
ENSB:11bOP_sVNVuliDN	Chromosome	449812	450738	+	927	8	0	0	0	0	2	1
ENSB:0emdR7gpG0RM-xJ	Chromosome	451102	451806	+	705	0	0	0	0	0	0	1
ENSB:6W92ycfg4X39_Bv	Chromosome	452252	452947	+	696	0	0	0	0	0	1	0
ENSB:MKjWH0mYnrBueQ9	Chromosome	453368	454063	+	696	0	0	2	3	1	0	1
ENSB:j7eFMAakXyrA2cj	Chromosome	454407	455105	+	699	1	0	0	0	0	0	0
ENSB:wiMwBJmPucG6nQu	Chromosome	455485	456183	+	699	3	0	0	3	6	1	2
ENSB:arb7liVAU0eBI7R	Chromosome	456549	457232	+	684	7	0	0	0	0	2	0
ENSB:_ei3WkfdCNVf3Np	Chromosome	457496	459052	+	1557	26	9	0	0	2	7	28
ENSB:yk--fHsBweHGINq	Chromosome	459045	460256	+	1212	2	10	1	8	2	1	6
ENSB:_-OPeNY8BYrQpX_	Chromosome	460639	461316	+	678	0	0	0	0	0	0	1
ENSB:egMO3_UuRXwhwhh	Chromosome	461338	462846	+	1509	0	2	3	0	1	0	4
ENSB:n6fV37unHGrCPRv	Chromosome	462949	463257	-	309	2664	84	77	344	563	1944	3605
ENSB:r2RPnHbK1Dw-bap	Chromosome	463595	464398	+	804	0	0	0	2	0	0	2
ENSB:e7_HUsiLHpMja7L	Chromosome	464429	465229	+	801	0	0	0	0	0	0	0
ENSB:ZNCqmAqUdGloNpC	Chromosome	465248	465721	+	474	1	1	1	0	0	0	0
ENSB:fLKNdGozuV1B7tv	Chromosome	466101	466904	+	804	6	10	0	4	2	1	0
ENSB:EJjVPXMeEzEZ80M	Chromosome	466923	467693	+	771	11	0	0	2	0	3	0
ENSB:X1eAMFr5_TjnMAd	Chromosome	467725	468516	+	792	1	0	0	0	0	0	0
ENSB:UNYwwrqS9hbv7WO	Chromosome	468586	469362	+	777	4	1	0	0	4	0	0
ENSB:eCvrQA0UqSoWbo5	Chromosome	469538	470353	+	816	2	0	0	2	0	0	0
ENSB:09P4P8KRNIQcyAO	Chromosome	470372	471157	+	786	0	0	0	0	2	1	0
ENSB:r2DXZWtqqb1XppY	Chromosome	471337	472152	+	816	0	1	0	1	0	0	4
ENSB:jq0PCpwHJlw8tes	Chromosome	472142	473470	+	1329	14	0	4	4	2	1	21
ENSB:7AZbJ6ge1TLAbIH	Chromosome	473467	473790	+	324	0	1	1	0	0	0	1
ENSB:uNzi4f_v4sJ3tLK	Chromosome	473809	474123	+	315	10	0	4	1	0	0	1
ENSB:-YB6l9tsc7CYlja	Chromosome	474413	474607	-	195	6	3	20	2	3	2	10
ENSB:sOogEv-_UCem60H	Chromosome	474792	475994	+	1203	2	0	10	0	14	0	109
ENSB:5-Qys51ukdxBqwL	Chromosome	477582	479066	+	1485	449	130	223	156	319	205	813
ENSB:_SNa8CyR8M_Tl0-	Chromosome	479079	481784	+	2706	4566	513	902	936	1185	1427	4246
ENSB:u1Ep5GYcRlv3GM-	Chromosome	481946	482308	+	363	50	44	94	35	76	54	237
ENSB:dSTw-UsnL4fnYpy	Chromosome	482991	483665	+	675	5	24	48	17	30	55	146
ENSB:PB_Nb0ddUNw_Vju	Chromosome	483702	484436	+	735	138	12	34	9	32	42	36
ENSB:5OFEeayWYgDvk7-	Chromosome	484614	484727	+	114	0	1	0	0	0	0	0
ENSB:nApnRhlOJ84w2HI	Chromosome	484892	486229	+	1338	18	15	79	6	10	1	132
ENSB:UQgjSw-4kg89d1m	Chromosome	486446	487360	+	915	14	0	1	1	3	8	27
ENSB:G-PZB_9snkIQDiz	Chromosome	487344	488486	+	1143	8	7	34	18	11	7	35
ENSB:WVPaT-ElhBkmfXj	Chromosome	488780	489805	+	1026	16	3	0	0	8	2	21
ENSB:cDgWoSG6R8R-Uy1	Chromosome	489809	490468	+	660	0	5	6	0	4	3	9
ENSB:51pF0YlSzqtQKTe	Chromosome	490505	491347	+	843	6	5	0	0	1	4	15
ENSB:ORIg02lR-LCAAy_	Chromosome	491679	492683	+	1005	718	130	19	1442	1146	470	1561
ENSB:KZEOQsUWS3TFSqv	Chromosome	492868	493137	-	270	0	0	2	4	0	0	0
ENSB:WEOtlZDlGAeLmsK	Chromosome	493286	493681	+	396	114	14	60	7	45	36	27
ENSB:7O8e6lR1ZnH4TYk	Chromosome	493671	494156	+	486	122	24	54	7	50	28	23
ENSB:FS7wb076uIT5nWw	Chromosome	494325	495107	-	783	42	0	42	0	7	9	45
ENSB:B48qF469J5yZftx	Chromosome	495104	496216	-	1113	80	12	18	10	11	7	74
ENSB:MRzYYxchITjP1dH	Chromosome	496337	497221	-	885	4	7	0	4	19	8	27
ENSB:RoU5TQ8LlzLhomM	Chromosome	497402	501901	+	4500	275	60	130	80	558	184	791
ENSB:FCmx8JBu7mtu6k0	Chromosome	501919	503382	+	1464	197	34	97	58	484	170	232
ENSB:uIq-3bAjG5JgLCl	Chromosome	504214	505641	+	1428	1871	4	197	208	146	139	965
ENSB:CDbBQ7ONFyOmn4D	Chromosome	505705	507345	+	1641	425	24	45	167	69	104	221
ENSB:O4MIUUVP-s1RFlE	Chromosome	507370	508098	+	729	91	10	79	64	22	28	85
ENSB:ckokHPINMqRGAFo	Chromosome	508737	509261	+	525	23	0	44	6	22	7	14
ENSB:_M8eCYiB8HLSMwY	Chromosome	509330	511027	+	1698	1024	134	380	307	370	284	1143
ENSB:l112mO3su3WPd1t	Chromosome	511117	511434	+	318	112	7	59	52	86	33	392
ENSB:w7LP_xfcXg9g9Re	Chromosome	511441	512037	+	597	259	10	104	88	126	66	641
ENSB:BbRbee7o0S_Edkh	Chromosome	518801	520138	+	1338	18	5	9	21	8	27	89
ENSB:7Y1vmMHEMpqaVHS	Chromosome	520140	520757	+	618	12	3	10	7	34	6	20
ENSB:DuPWAt4_JaRyXVD	Chromosome	520785	521114	+	330	2672	412	466	1281	901	448	2842
ENSB:zy-S12D97DKMHEZ	Chromosome	521328	522254	+	927	14	6	14	9	19	24	45
ENSB:wueAF0RW0u1Rn6D	Chromosome	522255	523058	+	804	115	17	13	38	66	10	245
ENSB:7RACvy6D9vWNN-P	Chromosome	523075	523422	+	348	32	2	32	20	25	2	29
ENSB:r2doTgKkaruOsIV	Chromosome	523696	524421	+	726	18	2	5	0	4	0	10
ENSB:8Pq3IhXdk3emNX0	Chromosome	524414	524662	+	249	0	0	3	1	0	0	1
ENSB:H8yoeDDLSkQA_uq	Chromosome	524664	525503	+	840	8	0	0	0	0	2	10
ENSB:eAeSpPL0z1_96l6	Chromosome	525789	527762	+	1974	181	68	161	85	114	59	464
ENSB:XbqTR52fmOj29jr	Chromosome	527793	528566	+	774	68	42	60	89	122	50	556
ENSB:h3T8vQputViHva5	Chromosome	528733	529269	+	537	6	0	5	0	14	1	22
ENSB:1lRZM2Vj2H98-6u	Chromosome	529280	530173	+	894	28	2	6	2	27	37	27
ENSB:y6vezs6F2cCRLgE	Chromosome	530273	530536	+	264	166	70	96	43	38	50	326
ENSB:EB5RWumqEAORI-4	Chromosome	530846	531694	+	849	143	14	1	10	76	18	197
ENSB:Zp2k7HaYFehA1vi	Chromosome	531708	532532	+	825	712	211	253	255	270	201	653
ENSB:PWb1wYuUmo0t4--	Chromosome	532549	532929	+	381	2777	630	786	1489	1044	1178	4473
ENSB:zG1OyogyhtSyEqT	Chromosome	533001	533303	+	303	986	130	168	346	268	221	583
ENSB:ihJ7TGq2bo8G3h2	Chromosome	533647	534999	+	1353	1066	183	435	695	669	490	1456
ENSB:b4x4J2G-_tazHlx	Chromosome	535146	536111	+	966	683	93	85	540	289	321	1315
ENSB:wvQOSr4-ldse6BX	Chromosome	536261	536914	+	654	469	186	230	333	154	134	639
ENSB:HPldUbW65WvUP6u	Chromosome	537225	537797	+	573	38	0	0	4	18	5	146
ENSB:i426AKLBFTeTAcX	Chromosome	537797	541303	+	3507	153	40	68	35	63	39	341
ENSB:5Fn4o4HGGtkIpiu	Chromosome	541293	542819	+	1527	333	80	108	104	161	157	302
ENSB:9viiJ03-c9NA1ee	Chromosome	542819	544012	+	1194	288	22	143	76	125	86	379
ENSB:AMQ9-Mzu5QfEOSA	Chromosome	544009	544272	+	264	56	2	37	24	43	84	60
ENSB:dtzD6DLLgyn0uBk	Chromosome	544290	544682	+	393	144	2	74	52	99	110	202
ENSB:ZvANaGg0cZ4YE2X	Chromosome	544787	545188	+	402	100	78	349	15	60	72	98
ENSB:itG2KyaOrpQHU-M	Chromosome	545368	546663	+	1296	2	0	26	0	7	13	66
ENSB:EPJJ6RyVWyPBOzS	Chromosome	546668	547207	+	540	2	0	26	0	14	19	44
ENSB:ypP_XIHDxFKhOJO	Chromosome	547464	549557	+	2094	1992	274	731	1122	1461	1064	2338
ENSB:mJoaoDd6lXJET1I	Chromosome	549786	550667	+	882	43	15	7	40	91	32	101
ENSB:wj4e7VsEG3qEK4a	Chromosome	550846	551778	+	933	114	4	68	90	71	39	163
ENSB:lEhrJ65bkZT91DQ	Chromosome	551994	552797	+	804	17	0	4	0	2	0	0
ENSB:KqIFl4cRM474RTk	Chromosome	552775	553140	+	366	3	0	0	6	0	0	11
ENSB:sX43E5SG21LEobX	Chromosome	553137	553613	+	477	11	2	2	6	2	10	21
ENSB:iuQMvwgpLC5pr4K	Chromosome	554152	555639	+	1488	224	96	349	243	186	232	402
ENSB:I7lzlQoRlW_zlNt	Chromosome	562046	563428	-	1383	3	4	0	6	12	4	11
ENSB:ZBXMwTOWF6GLHeW	Chromosome	563532	564419	+	888	159	38	198	239	76	52	233
ENSB:HCz7y8WCMxHzAlH	Chromosome	564423	564983	+	561	1207	126	388	441	193	121	578
ENSB:aGXeKlrDlExujyx	Chromosome	565191	566405	-	1215	60	4	2	16	8	11	60
ENSB:P2aqKBVxpuqlMMe	Chromosome	566554	567024	+	471	783	377	722	466	510	294	1841
ENSB:SYAOYDwTtBrj3f9	Chromosome	567043	567609	+	567	5864	858	1633	3355	3520	1173	13229
ENSB:FewKlLuCeuqh-aF	Chromosome	567596	568606	+	1011	3217	663	941	1582	1848	715	6144
ENSB:P3QEtLNwXNR1vW3	Chromosome	568620	571076	+	2457	13808	5808	6161	25042	24883	10252	16018
ENSB:er9vaO9_257sXgT	Chromosome	571561	572925	+	1365	172	16	34	171	105	36	262
ENSB:ro2oml_mQndx_An	Chromosome	572950	574023	+	1074	19	31	27	83	63	14	161
ENSB:KsZJ-UAtyTzT_G6	Chromosome	574580	576034	+	1455	782	70	131	243	326	169	186
ENSB:xL_MZOQk6P28gz_	Chromosome	576424	577104	+	681	148	4	44	28	41	45	167
ENSB:Z2KSD4OpGjPOIBn	Chromosome	577088	578488	+	1401	848	99	229	204	379	676	1505
ENSB:ZlWuHin23puEt-p	Chromosome	578481	578885	+	405	120	78	72	142	228	248	562
ENSB:-_hq7c80tJaa8wH	Chromosome	578893	579639	+	747	1345	114	235	393	461	349	1694
ENSB:oINMhnlrMXGL908	Chromosome	579639	580163	+	525	390	38	191	64	112	107	501
ENSB:CT2s5TF0H8wsM7n	Chromosome	580244	580813	+	570	26	33	56	12	10	12	58
ENSB:-h-hpJY_KJ9zVKo	Chromosome	581127	581309	+	183	8	4	0	2	7	0	18
ENSB:Tk3VX5a288ISQRJ	Chromosome	581322	581870	+	549	211	35	68	71	154	115	331
ENSB:iN1XCUUgZg_jKrK	Chromosome	582051	582473	+	423	1150	117	179	608	790	425	1752
ENSB:wAm7H_A5A95ZKCn	Chromosome	582681	583373	+	693	1315	128	668	609	740	413	2612
ENSB:UfdjJl85ZM01l13	Chromosome	583645	584145	+	501	182	16	130	110	123	142	573
ENSB:f_h7qNQGO8_cRy5	Chromosome	584188	584556	+	369	220	12	61	95	116	150	97
ENSB:5SEMkeuhDqtaeXt	Chromosome	584731	585339	+	609	45	0	36	17	24	18	52
ENSB:infSFM65PunIcKx	Chromosome	585554	589105	+	3552	44914	10069	12097	11882	19668	18800	62129
ENSB:kg1J4iwVMbRn4GX	Chromosome	589242	592865	+	3624	68966	16546	19905	13875	28331	29108	76533
ENSB:qIAzZKHlWQOI0mO	Chromosome	593002	593256	+	255	409	469	377	96	463	407	671
ENSB:mc_fvFahF1mZjam	Chromosome	593354	593767	+	414	814	168	273	992	932	370	1416
ENSB:RpHagkGjI8ck6TF	Chromosome	593924	594304	+	381	2049	369	305	1347	1617	504	1312
ENSB:6AZz0ZjmtISuHTz	Chromosome	594427	596508	+	2082	21383	3630	4955	28738	16249	5410	31083
ENSB:ZtPW0S4GWWN5iQ2	Chromosome	596725	597909	+	1185	31815	4377	7582	31626	21324	7796	32849
ENSB:Jhln06iKxqvsTao	Chromosome	598191	599366	-	1176	124	10	59	25	44	24	159
ENSB:5fXBMkmprSYrAZI	Chromosome	599537	600724	+	1188	623	48	186	196	177	95	1109
ENSB:ynmPQFVEDNLnQLF	Chromosome	600990	601868	+	879	107	14	156	30	26	67	352
ENSB:8KMsaa2x5fpVdGE	Chromosome	602028	603665	+	1638	41	1	6	3	18	11	39
ENSB:XOYfn8ALRCtLAiq	Chromosome	603879	604844	+	966	3248	48	34	264	179	50	896
ENSB:0HTvNuABeEcNDuN	Chromosome	605179	606255	+	1077	186	0	25	26	23	37	196
ENSB:CV6NTzDq8JkVuqR	Chromosome	606505	607188	+	684	17	0	16	3	6	1	4
ENSB:pWgMcqHbzDGGlW3	Chromosome	607304	607966	-	663	8	0	3	8	28	2	42
ENSB:qcLdYP9md-6VTNW	Chromosome	607959	608576	-	618	0	0	7	2	3	1	12
ENSB:ALuuE7uWaE3WbvJ	Chromosome	608643	609113	+	471	14	0	11	3	6	10	29
ENSB:-kCxAKI5vs2Hlo2	Chromosome	609260	610129	+	870	10	2	32	10	16	16	41
ENSB:CD3uOTtrOag3Pib	Chromosome	610150	610716	+	567	13	0	14	1	4	11	16
ENSB:fJ_qdHm9nIsGaDu	Chromosome	611147	613990	+	2844	213	49	8	600	621	108	112
ENSB:TFRHFC9GTAShRcO	Chromosome	614357	618502	+	4146	1779	75	39	581	693	751	398
ENSB:m0BhlWKusaL9KCM	Chromosome	618896	622360	+	3465	784	96	18	1166	1098	987	293
ENSB:yRe-MJWHRBAnFT9	Chromosome	622479	623951	+	1473	3	0	1	11	12	7	7
ENSB:BBvJ6uujNhOlLRZ	Chromosome	624075	625565	-	1491	203	82	266	148	156	137	811
ENSB:FNr2Sz2GRIUcC8Q	Chromosome	625847	626725	-	879	593	108	154	159	578	470	724
ENSB:jlmMQa8PySxis1r	Chromosome	626738	627403	-	666	299	44	184	114	212	216	797
